Date;Open;High;Low;Close;Volume
21.05.91;486600;487200;486200;486700;0
22.05.91;487100;487600;485500;485600;0
23.05.91;484200;485300;483600;484300;0
24.05.91;484600;485900;484600;485600;0
28.05.91;485400;493800;483500;492500;0
29.05.91;490300;491600;489900;490000;0
30.05.91;489000;493100;488600;491900;0
31.05.91;490400;490800;488800;490200;0
03.06.91;492100;492800;491600;491800;0
04.06.91;491300;491900;490300;491300;0
05.06.91;491500;491800;491000;491400;0
06.06.91;492600;494800;492200;493900;0
07.06.91;495700;497300;495100;495100;0
10.06.91;499800;503800;499600;502500;0
11.06.91;500100;501000;499400;499700;0
12.06.91;500400;501900;498600;499000;0
13.06.91;498100;499100;498100;499000;0
14.06.91;497800;497800;495900;495900;0
17.06.91;496300;497200;496100;497000;0
18.06.91;499800;499800;497100;497100;0
19.06.91;496800;497800;496500;497400;0
20.06.91;496800;497200;495300;496700;0
21.06.91;496100;496500;493600;494400;0
24.06.91;494100;494600;487800;491500;0
25.06.91;491300;493600;491300;493000;0
26.06.91;494400;495900;493800;494200;0
27.06.91;493200;494700;492300;494200;0
28.06.91;496600;499300;495000;496300;0
01.07.91;496500;498500;495300;496200;0
02.07.91;494100;496100;494100;495700;0
03.07.91;497500;498600;496600;497900;0
08.07.91;498400;498900;497800;498400;0
09.07.91;496300;497400;496200;496900;0
10.07.91;498500;499500;497400;497500;0
11.07.91;496300;496700;494300;495200;0
12.07.91;495300;496500;494600;495900;0
15.07.91;496800;497100;494800;496400;0
16.07.91;495800;496300;495300;496100;0
17.07.91;496300;497100;495900;496800;0
18.07.91;497900;499100;495900;497200;0
19.07.91;497300;498100;497000;497500;0
22.07.91;497100;497400;492800;494400;0
23.07.91;494400;495200;494000;494800;0
24.07.91;493500;493700;490400;491000;0
25.07.91;491500;492000;489900;491000;0
26.07.91;490700;492800;490200;492600;0
29.07.91;492100;492400;488600;489700;0
30.07.91;487800;488700;486900;488600;0
31.07.91;489600;490600;488400;489900;0
01.08.91;489800;490000;489100;489500;0
02.08.91;485600;486100;480700;481900;0
05.08.91;481100;482800;480300;482500;0
06.08.91;483800;483800;482800;483000;0
07.08.91;482300;483500;482100;482900;0
08.08.91;484300;484300;482700;483500;0
09.08.91;485100;485200;484300;484700;0
12.08.91;484400;484400;483800;483800;0
13.08.91;483300;483300;482400;482600;0
14.08.91;481800;484300;481800;484100;0
15.08.91;484100;485800;483300;483300;0
16.08.91;484300;484600;483300;484300;0
19.08.91;489500;489500;484900;484900;0
20.08.91;482800;482800;481800;482200;0
21.08.91;482100;483200;482100;483200;0
22.08.91;482500;483000;480400;480500;0
23.08.91;478800;480300;478200;479700;0
26.08.91;480100;481600;480100;481400;0
27.08.91;480200;481900;479700;480600;0
28.08.91;482000;482200;478800;480000;0
29.08.91;478400;479300;476100;476800;0
30.08.91;472100;474100;471200;474000;0
03.09.91;472300;474500;471700;474000;0
04.09.91;474300;474600;473800;474100;0
05.09.91;471900;473000;471900;472500;0
06.09.91;472400;474600;471900;474500;0
09.09.91;475400;478100;475400;476300;0
10.09.91;476600;477500;474800;475100;0
11.09.91;469900;470900;467100;470500;0
12.09.91;470700;471800;469200;469300;0
13.09.91;468600;470300;468500;469300;0
16.09.91;470100;471200;469300;469400;0
17.09.91;471600;472300;470600;471500;0
18.09.91;472900;473900;472400;473400;0
19.09.91;474600;474900;472800;473100;0
20.09.91;472400;473600;472400;473200;0
23.09.91;473500;475500;473500;475400;0
24.09.91;476400;479100;476100;478300;0
25.09.91;476900;478000;476500;477400;0
26.09.91;476400;477000;474400;475200;0
27.09.91;472700;473600;471900;473500;0
30.09.91;476100;480600;476100;478400;0
01.10.91;478100;478800;477800;478400;0
02.10.91;481200;481700;478800;479700;0
03.10.91;480500;482600;480100;481700;0
04.10.91;480800;483100;479700;482800;0
07.10.91;482100;484500;481600;483100;0
08.10.91;481200;482200;480200;481300;0
09.10.91;481400;483300;481300;483200;0
10.10.91;483800;484300;482200;482400;0
11.10.91;480900;484600;480900;483500;0
14.10.91;484000;484400;481700;482400;0
15.10.91;482100;482600;480800;481200;0
16.10.91;479000;481700;479000;481600;0
17.10.91;481900;483700;481100;483400;0
18.10.91;483600;486100;482700;485500;0
21.10.91;487100;488500;486700;487000;0
22.10.91;486300;487200;485800;487100;0
23.10.91;485700;486100;484900;485400;0
24.10.91;483600;485300;483500;485100;0
25.10.91;485600;486100;483600;483800;0
28.10.91;482100;482600;480600;481900;0
29.10.91;481500;482300;479300;482200;0
30.10.91;482800;483000;481400;481600;0
31.10.91;480300;481300;479900;480600;0
01.11.91;480500;481000;477600;478000;0
04.11.91;479100;479400;478500;479200;0
05.11.91;479100;479700;476400;476500;0
06.11.91;476400;477400;475800;476900;0
07.11.91;477400;477800;475500;475800;0
08.11.91;475400;476800;474700;476300;0
11.11.91;476900;477400;476600;477300;0
12.11.91;477200;478600;476800;477800;0
13.11.91;478600;479300;477500;478400;0
14.11.91;477600;478100;476700;476800;0
15.11.91;476800;482100;476800;481200;0
18.11.91;481700;483600;481200;482600;0
19.11.91;482400;486600;482400;485500;0
20.11.91;484700;486900;484400;485800;0
21.11.91;484900;491800;484800;489700;0
22.11.91;489600;491300;489000;490700;0
25.11.91;489700;491400;489000;489400;0
26.11.91;487900;489100;486900;487400;0
27.11.91;487900;489700;487900;489000;0
29.11.91;487100;489100;487100;489000;0
02.12.91;489900;490300;487600;488100;0
03.12.91;485400;486300;483900;484600;0
04.12.91;487100;487600;485900;486200;0
05.12.91;486700;488900;485400;488500;0
06.12.91;489100;491100;489100;490500;0
09.12.91;493100;493600;490400;490400;0
10.12.91;491500;491600;489600;490000;0
11.12.91;489000;489100;487100;487700;0
12.12.91;487600;487700;477700;479100;0
13.12.91;479200;480600;479200;480500;0
16.12.91;481100;481400;480100;480100;0
17.12.91;479100;479100;477600;478400;0
18.12.91;479000;480100;478800;480100;0
19.12.91;479100;480200;478300;478300;0
20.12.91;477000;480700;476000;479500;0
23.12.91;480100;481900;479900;480200;0
24.12.91;479900;480400;479500;479900;0
26.12.91;477600;478200;474500;475100;0
27.12.91;475200;475400;472700;474200;0
30.12.91;473500;473800;471500;473100;0
31.12.91;473700;474800;472800;474400;0
02.01.92;470200;472600;470100;472400;0
03.01.92;473200;473900;470600;470700;0
06.01.92;470900;471200;467700;469500;0
07.01.92;469500;470200;468900;469700;0
08.01.92;470700;471400;469900;470700;0
09.01.92;471400;478400;470800;476700;0
10.01.92;476700;479700;476000;476100;0
13.01.92;474300;475000;473200;473700;0
14.01.92;472600;475700;472500;474400;0
15.01.92;475500;476300;473700;473900;0
16.01.92;473300;478200;473300;476200;0
17.01.92;476900;477400;473500;473700;0
20.01.92;475600;480700;475600;477400;0
21.01.92;477000;478300;476000;477600;0
22.01.92;476700;477800;475700;477500;0
23.01.92;473300;476100;473200;474100;0
24.01.92;472500;474700;471400;473900;0
27.01.92;475200;476400;473800;474200;0
28.01.92;475600;476200;474200;475100;0
29.01.92;474500;476200;473900;475300;0
30.01.92;475900;476900;472200;472600;0
31.01.92;472000;479000;471800;476200;0
03.02.92;476700;477000;475500;475900;0
04.02.92;475900;476200;475200;475400;0
05.02.92;474300;475100;473200;474800;0
06.02.92;476000;476200;474500;474900;0
07.02.92;474600;476200;474200;474200;0
10.02.92;473900;475300;473900;475100;0
11.02.92;474300;476200;474300;475500;0
12.02.92;476500;478500;476500;477300;0
13.02.92;476700;476700;474700;475100;0
14.02.92;475200;475200;472700;472900;0
18.02.92;472800;472800;471400;472600;0
19.02.92;472500;473300;472200;472200;0
20.02.92;472500;473000;471900;472400;0
21.02.92;470500;471200;469200;470200;0
24.02.92;467900;469200;467900;468800;0
25.02.92;469500;470100;468200;468300;0
26.02.92;467500;468600;467100;468500;0
27.02.92;469600;474300;469500;472700;0
28.02.92;472000;472400;471700;471800;0
02.03.92;469000;470300;468800;470200;0
03.03.92;469800;470700;468900;469100;0
04.03.92;468600;469500;468000;469300;0
05.03.92;468100;470200;467900;470000;0
06.03.92;470000;470200;466900;468000;0
09.03.92;467100;467900;466000;467400;0
10.03.92;467000;468000;466500;467500;0
11.03.92;467700;469200;467300;469100;0
12.03.92;467000;467500;464700;465700;0
13.03.92;465600;466000;464900;465000;0
16.03.92;463500;463700;459800;461600;0
17.03.92;455200;458700;455000;458300;0
18.03.92;458600;459400;456400;456500;0
19.03.92;454800;457600;454000;456800;0
20.03.92;456000;457500;455900;456200;0
23.03.92;456000;456900;456000;456200;0
24.03.92;456200;457600;455900;457500;0
25.03.92;458600;461000;458600;459000;0
26.03.92;458400;459300;458200;458800;0
27.03.92;458300;460500;457500;460200;0
30.03.92;460700;461300;459400;459600;0
31.03.92;459800;462800;459400;461400;0
01.04.92;462200;462700;460500;460600;0
02.04.92;458200;459300;457800;458600;0
03.04.92;458700;459300;458200;458900;0
06.04.92;458700;458700;457000;458100;0
07.04.92;456200;457000;455500;456400;0
08.04.92;456200;456700;455200;455600;0
09.04.92;456500;457200;456500;457200;0
10.04.92;459200;460200;458700;458800;0
13.04.92;459700;459700;456900;456900;0
14.04.92;457000;457400;456700;457200;0
15.04.92;457700;457700;453700;453700;0
16.04.92;454400;455100;454400;455100;0
20.04.92;454600;455100;454000;454600;0
21.04.92;456600;459000;456500;458800;0
22.04.92;456300;457200;456100;456900;0
23.04.92;456400;457400;455400;456400;0
24.04.92;454400;455200;453800;454600;0
27.04.92;454600;454900;453500;454200;0
28.04.92;455400;455600;453800;454300;0
29.04.92;452300;454600;452000;453500;0
30.04.92;454200;455200;454100;455000;0
01.05.92;455200;456500;455100;456400;0
04.05.92;455400;455600;454100;454700;0
05.05.92;454300;455200;454100;454900;0
06.05.92;454600;455000;454400;454600;0
07.05.92;453900;454300;452800;453000;0
08.05.92;452500;455300;452400;453400;0
11.05.92;454400;454900;453700;454100;0
12.05.92;453200;453500;452200;452900;0
13.05.92;452700;453600;452300;453200;0
14.05.92;454300;456000;454200;455500;0
15.05.92;456000;457900;455800;456200;0
18.05.92;456300;457200;456200;456400;0
19.05.92;457700;458800;454700;455300;0
20.05.92;455400;455600;454400;455500;0
21.05.92;454400;455000;453900;454500;0
22.05.92;454700;455600;454600;455200;0
26.05.92;454800;455600;454800;455500;0
27.05.92;456100;456500;455200;455300;0
28.05.92;454400;454700;453400;454100;0
29.05.92;454100;455000;453200;453500;0
01.06.92;453700;455100;453500;454900;0
02.06.92;455800;456800;455800;456400;0
03.06.92;457100;457900;455700;455800;0
04.06.92;456000;456400;455600;455700;0
05.06.92;455900;456200;455600;455800;0
08.06.92;456000;456000;455200;455300;0
09.06.92;455200;455500;454900;455400;0
10.06.92;455500;455900;454800;455000;0
11.06.92;455000;457800;455000;457600;0
12.06.92;458100;460900;457000;460000;0
15.06.92;460200;460600;459300;460200;0
16.06.92;458900;459600;458900;459300;0
17.06.92;459900;459900;458300;458300;0
18.06.92;458300;459900;458300;459700;0
19.06.92;461900;461900;457900;457900;0
22.06.92;459400;461000;459200;460700;0
23.06.92;461000;462100;460700;461500;0
24.06.92;460800;461000;459000;459800;0
25.06.92;460100;460700;459500;460100;0
26.06.92;460300;461000;459000;459400;0
29.06.92;458800;460700;458200;460600;0
30.06.92;460400;460700;459700;459900;0
01.07.92;460500;461300;459800;461100;0
02.07.92;462300;465200;462200;463100;0
06.07.92;463100;463700;462400;463000;0
07.07.92;461400;462700;461300;462600;0
08.07.92;463900;464700;463200;463900;0
09.07.92;463700;465000;463300;464900;0
10.07.92;466300;466700;464400;464500;0
13.07.92;464500;465400;464500;465300;0
14.07.92;466200;467500;465500;467300;0
15.07.92;467400;470300;466900;470200;0
16.07.92;469400;470200;468500;468700;0
17.07.92;468800;475600;468700;473500;0
20.07.92;474700;476700;473600;475100;0
21.07.92;473800;474600;472900;473600;0
22.07.92;473400;476200;473400;474800;0
23.07.92;476200;476700;474000;474400;0
24.07.92;475000;475300;472300;475000;0
27.07.92;473300;474200;473200;473600;0
28.07.92;474600;475500;473500;474500;0
29.07.92;473500;474000;471000;472000;0
30.07.92;471700;472400;471500;472000;0
31.07.92;472500;473300;472500;472900;0
03.08.92;471900;472000;467300;468100;0
04.08.92;468000;468600;467500;468200;0
05.08.92;465500;468000;463500;464700;0
06.08.92;464600;464600;463800;464500;0
07.08.92;464500;466400;464500;465800;0
10.08.92;466100;466400;465500;465900;0
11.08.92;463700;463900;462600;462800;0
12.08.92;461500;462000;453800;454100;0
13.08.92;454500;454500;448000;449600;0
14.08.92;450500;451000;450000;450300;0
17.08.92;452300;452600;452100;452400;0
18.08.92;451000;451500;450900;451300;0
19.08.92;453400;453600;453400;453400;0
20.08.92;452300;452900;452200;452900;0
21.08.92;451500;452800;451400;452700;0
24.08.92;456900;458000;456300;457000;0
25.08.92;455700;457200;455400;456000;0
26.08.92;454900;456100;453200;453600;0
27.08.92;453900;454700;453900;454400;0
28.08.92;455700;455700;454600;455100;0
31.08.92;455300;459400;455300;458000;0
01.09.92;458000;458400;455500;456100;0
02.09.92;455700;456100;453000;453800;0
03.09.92;454000;457300;453600;456100;0
04.09.92;455900;458000;455700;456500;0
08.09.92;456700;457500;456700;457300;0
09.09.92;457800;458800;456200;456900;0
10.09.92;456700;457300;456500;456900;0
11.09.92;455700;455900;454200;455600;0
14.09.92;459000;463700;458600;461500;0
15.09.92;460500;461600;460200;461100;0
16.09.92;462400;464700;462400;464400;0
17.09.92;462800;463800;462300;462500;0
18.09.92;462700;467200;461600;465700;0
21.09.92;463200;464000;461000;462100;0
22.09.92;460700;465600;460700;463400;0
23.09.92;463000;464600;462000;463100;0
24.09.92;462900;463800;462100;463700;0
25.09.92;463400;465600;463100;463800;0
28.09.92;463500;463700;461900;462100;0
29.09.92;461400;463300;461000;462600;0
30.09.92;463300;464000;462000;462100;0
01.10.92;461500;462800;461500;461800;0
02.10.92;462000;463200;461300;462300;0
05.10.92;463300;466100;463000;464700;0
06.10.92;464300;464500;463600;464100;0
07.10.92;463400;465100;463200;464900;0
08.10.92;463600;464900;463400;463700;0
09.10.92;463400;465200;463400;464100;0
12.10.92;459300;460500;458500;458800;0
13.10.92;457100;457700;456000;457600;0
14.10.92;457100;457800;456200;456400;0
15.10.92;455200;456100;454300;454600;0
16.10.92;455200;456500;455100;455900;0
19.10.92;455800;456500;455500;456100;0
20.10.92;456200;457700;456200;457300;0
21.10.92;457400;458100;457200;457500;0
22.10.92;456500;456900;455900;456400;0
23.10.92;455600;457300;455500;456900;0
26.10.92;454200;455100;453900;454400;0
27.10.92;452200;452700;449600;450700;0
28.10.92;451500;453000;451100;452800;0
29.10.92;452700;453200;452400;452900;0
30.10.92;452400;453100;452100;452800;0
02.11.92;452500;453500;452400;453300;0
03.11.92;451600;452100;450100;450900;0
04.11.92;450300;452500;450100;450400;0
05.11.92;450800;452900;449200;449500;0
06.11.92;450000;450700;446400;448900;0
09.11.92;448300;448500;444900;445800;0
10.11.92;443300;444200;441600;442800;0
11.11.92;444200;445700;443800;444800;0
12.11.92;445600;446800;444900;446200;0
13.11.92;446700;450200;446500;448100;0
16.11.92;448500;448700;446400;446700;0
17.11.92;446400;447300;446200;447100;0
18.11.92;447800;448200;447300;447900;0
19.11.92;446400;448200;446400;448100;0
20.11.92;448600;449700;447700;448000;0
23.11.92;446700;447100;446500;447100;0
24.11.92;447300;447600;446800;447000;0
25.11.92;447400;447700;445500;446200;0
27.11.92;446300;446900;445700;446700;0
30.11.92;446500;447200;446300;447000;0
01.12.92;447100;447900;447000;447800;0
02.12.92;448200;449600;448200;448600;0
03.12.92;448500;448600;448100;448200;0
04.12.92;448500;448700;448000;448400;0
07.12.92;448300;448900;447200;448800;0
08.12.92;447700;448700;447700;448100;0
09.12.92;446400;446700;446100;446300;0
10.12.92;446500;447000;446200;446800;0
11.12.92;447800;448200;447200;447900;0
14.12.92;448500;448500;447300;447300;0
15.12.92;447300;448300;447100;447200;0
16.12.92;448100;450700;448100;450600;0
17.12.92;451000;451900;451000;451100;0
18.12.92;450300;450300;449300;449600;0
21.12.92;448800;449200;443300;446500;0
22.12.92;445800;446000;444600;444700;0
23.12.92;444400;445800;444400;445300;0
28.12.92;446000;446700;445100;445300;0
29.12.92;444600;444900;444200;444700;0
30.12.92;444700;445700;444400;445200;0
31.12.92;445400;445400;444800;445000;0
04.01.93;441000;441400;437800;440300;0
05.01.93;440600;441400;440300;440800;0
06.01.93;441100;442200;441000;441900;0
07.01.93;441300;441600;440400;440900;0
08.01.93;440900;441600;440800;441400;0
11.01.93;440800;440800;438800;439700;0
12.01.93;440700;442700;440000;440700;0
13.01.93;439100;440300;438300;439400;0
14.01.93;439800;440200;438800;439100;0
15.01.93;439000;439800;438600;438800;0
18.01.93;438800;439900;438800;439800;0
19.01.93;440400;441100;440200;440400;0
20.01.93;440000;442100;440000;441600;0
21.01.93;441500;441900;440600;441000;0
22.01.93;440900;441300;440100;440200;0
25.01.93;439900;440600;439700;440300;0
26.01.93;440800;443100;440800;442500;0
27.01.93;442000;442400;441100;441200;0
28.01.93;441200;442000;441200;441900;0
29.01.93;443000;443800;441400;441500;0
01.02.93;440900;442000;440900;441500;0
02.02.93;440800;441900;440800;441400;0
03.02.93;440800;441000;439900;440300;0
04.02.93;439600;440100;439300;440000;0
05.02.93;439400;440100;439400;439700;0
08.02.93;439100;440200;439100;439900;0
09.02.93;439900;440600;439800;440400;0
10.02.93;441100;444600;441100;444500;0
11.02.93;445000;445400;443000;443500;0
12.02.93;442400;442600;439600;440800;0
16.02.93;441600;445200;441300;444200;0
17.02.93;443400;443700;441600;442300;0
18.02.93;440600;443600;440600;442300;0
19.02.93;442700;443300;441600;441800;0
22.02.93;440800;442800;439500;439600;0
23.02.93;441100;442700;441000;442400;0
24.02.93;441900;443000;440900;441200;0
25.02.93;441600;442200;441100;441400;0
26.02.93;439600;440600;438600;439900;0
01.03.93;440200;440600;439900;440100;0
02.03.93;440800;441500;440300;441300;0
03.03.93;441200;441700;440300;440500;0
04.03.93;439800;440500;439400;440400;0
05.03.93;441500;442100;441000;441200;0
08.03.93;440000;440300;437800;438500;0
09.03.93;438300;439000;437400;438000;0
10.03.93;437600;438300;436600;437700;0
11.03.93;438000;438800;437600;438400;0
12.03.93;437800;439800;437800;439300;0
15.03.93;439600;441300;439300;440600;0
16.03.93;440400;440800;439500;440400;0
17.03.93;440100;440900;439800;440500;0
18.03.93;440700;442500;440700;442000;0
19.03.93;442000;443700;442000;443100;0
22.03.93;444000;444700;443200;444100;0
23.03.93;442900;443600;442800;443100;0
24.03.93;442300;443700;441800;443500;0
25.03.93;444100;444600;442800;443600;0
26.03.93;443800;444200;443100;443300;0
29.03.93;442100;443300;442000;443000;0
30.03.93;445200;448700;444800;447800;0
31.03.93;450100;450600;447600;448400;0
01.04.93;447800;449900;447500;449500;0
02.04.93;450900;453200;450600;451700;0
05.04.93;449200;450800;449200;450300;0
06.04.93;449800;450000;448700;448700;0
07.04.93;449100;449300;447700;449200;0
08.04.93;450200;450200;446800;448400;0
12.04.93;448500;448500;447800;447800;0
13.04.93;448000;448600;448000;448500;0
14.04.93;449600;451500;449000;450500;0
15.04.93;450200;450300;448000;448000;0
16.04.93;450000;450000;449000;449800;0
19.04.93;451500;451500;450200;451100;0
20.04.93;452600;452600;450700;450700;0
21.04.93;449800;450300;449600;450300;0
22.04.93;448800;451600;448500;450800;0
23.04.93;452600;457600;452200;457100;0
26.04.93;461800;464300;459900;463400;0
27.04.93;463100;463600;461300;461700;0
28.04.93;460900;465400;459700;464000;0
29.04.93;466000;468100;465200;467000;0
30.04.93;462100;467300;462100;466800;0
03.05.93;468300;469700;464800;464900;0
04.05.93;464800;467900;463900;465300;0
05.05.93;466900;468500;464200;465100;0
06.05.93;465500;468100;465400;467900;0
07.05.93;468600;470200;465600;467000;0
10.05.93;466900;468300;466400;466800;0
11.05.93;465700;467900;465600;466900;0
12.05.93;467100;472100;466300;471400;0
13.05.93;477600;482600;476900;478900;0
14.05.93;477100;479700;476300;477900;0
17.05.93;478800;480100;477100;477600;0
18.05.93;477400;486100;476600;485600;0
19.05.93;491600;493100;483100;483800;0
20.05.93;482100;484800;481900;484300;0
21.05.93;483200;488200;482400;487500;0
24.05.93;489600;491500;481600;483800;0
25.05.93;482800;488800;482800;488300;0
26.05.93;485100;486400;483800;484900;0
27.05.93;487800;492100;483700;491000;0
28.05.93;490600;494100;485600;487900;0
01.06.93;487100;487800;476100;479100;0
02.06.93;478100;480500;475700;478800;0
03.06.93;481600;484900;481600;484200;0
04.06.93;485600;487400;484600;486400;0
07.06.93;483100;484700;481400;483600;0
08.06.93;483600;486100;483600;483600;0
09.06.93;479600;482400;479600;481100;0
10.06.93;481500;481500;478400;479200;0
11.06.93;480100;480800;472600;475700;0
14.06.93;475600;475600;471300;475600;0
15.06.93;474200;479400;474200;479200;0
16.06.93;479700;480000;477800;479700;0
17.06.93;479400;482400;479400;480600;0
18.06.93;480600;481800;480100;480900;0
21.06.93;480400;480700;479600;479600;0
22.06.93;537300;537300;478200;478200;0
23.06.93;484000;484000;484000;484000;0
24.06.93;484600;484600;484600;484600;0
25.06.93;486000;486600;486000;486600;0
28.06.93;484500;484500;484500;484500;0
29.06.93;484800;487900;484800;487900;0
30.06.93;487700;487700;487700;487700;0
01.07.93;496700;496700;496700;496700;0
02.07.93;495200;495200;495200;495200;0
06.07.93;501600;501600;501600;501600;0
07.07.93;506300;506300;506300;506300;0
08.07.93;504200;504200;504200;504200;0
09.07.93;500900;500900;500900;500900;0
12.07.93;503600;503600;503600;503600;0
13.07.93;503300;503300;503300;503300;0
14.07.93;500200;500200;500200;500200;0
15.07.93;502700;502700;502700;502700;0
16.07.93;501700;501700;501700;501700;0
19.07.93;501300;501300;501300;501300;0
20.07.93;501200;501200;501200;501200;0
21.07.93;498500;498500;498500;498500;0
22.07.93;496800;500500;496600;500300;0
23.07.93;501000;502000;497500;499000;0
26.07.93;499500;503400;499200;502100;0
27.07.93;502100;502800;499800;500200;0
28.07.93;500600;504600;500600;502400;0
29.07.93;503100;510000;501000;506800;0
30.07.93;510500;516500;510000;516000;0
02.08.93;514500;518000;511400;514900;0
03.08.93;512000;514000;511900;512400;0
04.08.93;510000;512100;508200;508200;0
05.08.93;505000;506800;481000;486200;0
06.08.93;488000;489000;482000;485500;0
09.08.93;490000;492300;489500;492300;0
10.08.93;490700;490700;487000;489900;0
11.08.93;486500;488000;483000;484300;0
12.08.93;486000;486000;475000;476400;0
13.08.93;477400;478500;476500;478300;0
16.08.93;481500;483000;481500;482100;0
17.08.93;480000;481300;480000;480600;0
18.08.93;481500;483300;481500;483300;0
19.08.93;482500;482600;480300;480300;0
20.08.93;482500;482500;482400;482400;0
23.08.93;481100;483300;480600;481500;0
24.08.93;481300;483000;480800;480900;0
25.08.93;480600;482100;479200;481500;0
26.08.93;479700;480600;473000;476800;0
27.08.93;477800;479000;476800;478100;0
30.08.93;478300;481500;478200;479300;0
31.08.93;479300;481900;479300;481700;0
01.09.93;480400;481000;477000;478600;0
02.09.93;477500;478400;470000;472300;0
03.09.93;472500;473900;471000;473100;0
07.09.93;471500;472000;458000;458500;0
08.09.93;459400;460700;458300;459600;0
09.09.93;460300;463500;460300;462500;0
10.09.93;463600;464200;456000;458400;0
13.09.93;453500;455600;449000;450800;0
14.09.93;450800;454000;450400;452900;0
15.09.93;453700;457000;452800;455600;0
16.09.93;458300;462000;458000;460700;0
17.09.93;461700;463500;458300;458800;0
20.09.93;461800;462800;460700;461500;0
21.09.93;461300;471500;460600;471000;0
22.09.93;461000;462800;459000;462000;0
23.09.93;462700;467500;462100;466000;0
24.09.93;466000;467000;464100;465400;0
27.09.93;464900;465400;460300;461700;0
28.09.93;461900;464400;461900;463300;0
29.09.93;462000;462800;458200;460700;0
30.09.93;460700;464800;460700;463100;0
01.10.93;462200;463500;461700;462900;0
04.10.93;462900;463300;456000;460600;0
05.10.93;461700;462100;460200;460800;0
06.10.93;461800;466000;461200;464200;0
07.10.93;465800;466800;464300;464500;0
08.10.93;466000;468200;464500;467500;0
11.10.93;468200;469700;467200;467700;0
12.10.93;466800;476000;466600;475200;0
13.10.93;473400;474900;473000;473600;0
14.10.93;474000;476500;471500;472600;0
15.10.93;472300;473200;471000;472200;0
18.10.93;471900;477400;471400;475600;0
19.10.93;475900;476800;471800;476300;0
20.10.93;479000;480900;478500;479800;0
21.10.93;479400;482700;477000;478800;0
22.10.93;475700;477500;473500;477300;0
25.10.93;478200;479200;474700;476500;0
26.10.93;475500;476500;473600;476300;0
27.10.93;476300;479700;475500;476700;0
28.10.93;475300;478700;474500;476200;0
29.10.93;476500;477800;474800;475600;0
01.11.93;474400;474900;466700;468100;0
02.11.93;468900;470700;467000;469600;0
03.11.93;469700;475000;469200;474000;0
04.11.93;477000;480500;477000;478400;0
05.11.93;481300;487200;481300;483800;0
08.11.93;484600;485000;480900;481500;0
09.11.93;482700;484400;480700;482600;0
10.11.93;481700;485000;479000;483400;0
11.11.93;483600;484600;482200;482300;0
12.11.93;483500;484500;479300;479600;0
15.11.93;479300;482000;479300;481700;0
16.11.93;482100;482800;480400;480600;0
17.11.93;479500;483500;475600;483200;0
18.11.93;482500;485200;482200;482700;0
19.11.93;482100;486400;481800;484300;0
22.11.93;485300;485900;483100;484500;0
23.11.93;483700;484400;481500;483300;0
24.11.93;482100;483700;481200;483200;0
29.11.93;480500;481400;474000;475400;0
30.11.93;476000;477100;475100;475800;0
01.12.93;475500;483000;474300;480800;0
02.12.93;480000;481200;479300;479800;0
03.12.93;478700;483000;478700;482800;0
06.12.93;482900;483500;481500;481900;0
07.12.93;481500;483600;481400;483400;0
08.12.93;484500;490500;484500;489800;0
09.12.93;488300;489600;487800;488600;0
10.12.93;489000;490000;488000;489200;0
13.12.93;493400;494500;492100;493000;0
14.12.93;493800;493800;491600;493000;0
15.12.93;492200;493500;491100;493400;0
16.12.93;494200;494200;491800;492000;0
17.12.93;491800;493500;491800;493400;0
20.12.93;495900;496400;495300;495300;0
21.12.93;494900;494900;493100;493800;0
22.12.93;491400;492700;490600;491700;0
23.12.93;491400;491900;490300;491500;0
27.12.93;492300;494000;492300;493600;0
28.12.93;494100;494400;492100;493000;0
29.12.93;491000;496900;489100;496300;0
30.12.93;497600;498500;495800;496400;0
03.01.94;496500;500100;495800;499300;0
04.01.94;501000;501600;499100;499700;0
05.01.94;500200;502400;494600;496700;0
06.01.94;496400;496600;489600;494700;0
07.01.94;496600;497600;491100;491700;0
10.01.94;486400;490600;484600;490200;0
11.01.94;489800;493500;488600;493300;0
12.01.94;491800;492500;489600;491500;0
13.01.94;490200;495600;490200;495300;0
14.01.94;496100;496800;494500;494800;0
17.01.94;498100;498600;496900;496900;0
18.01.94;498100;500300;495900;498200;0
19.01.94;498100;498800;495600;497400;0
20.01.94;497200;498700;490600;492600;0
21.01.94;489600;491400;485900;486300;0
24.01.94;485300;486500;482600;486000;0
25.01.94;486800;487900;486100;486200;0
26.01.94;485600;489500;484700;489300;0
27.01.94;488800;489600;481600;482100;0
28.01.94;482100;483500;479900;481600;0
31.01.94;482900;486600;480100;486200;0
01.02.94;486100;490100;485600;488700;0
02.02.94;489400;491000;488400;489100;0
03.02.94;488600;492000;488500;491700;0
04.02.94;492400;494900;489100;490900;0
07.02.94;487900;489100;483100;483300;0
08.02.94;484300;486900;483800;486700;0
09.02.94;483900;488600;483200;488300;0
10.02.94;486100;489000;483900;486300;0
11.02.94;483900;486300;483900;484300;0
14.02.94;486100;488400;486100;488200;0
15.02.94;488300;490800;485600;488100;0
16.02.94;487600;488500;487200;487900;0
17.02.94;489100;491500;486600;486900;0
18.02.94;485700;486000;480300;484200;0
22.02.94;482900;483700;480400;481800;0
23.02.94;481100;483100;478300;481500;0
24.02.94;480400;482400;478800;480200;0
25.02.94;481600;483700;481200;482400;0
28.02.94;484200;486100;484100;485100;0
