Date;Open;High;Low;Close;Volume
17.12.82;759400;762900;755700;760100;0
20.12.82;761400;763700;759700;762800;0
21.12.82;762400;772400;762000;771400;0
22.12.82;768900;771400;762900;763900;0
23.12.82;765900;769900;763200;766700;0
27.12.82;769900;779900;769900;778100;0
28.12.82;777400;777700;772900;775900;0
29.12.82;776900;784700;775900;781400;0
30.12.82;781400;782400;764900;768900;0
03.01.83;770900;773400;766700;769300;0
04.01.83;771900;773600;765400;772600;0
05.01.83;774900;780900;772100;776900;0
06.01.83;773900;776200;771400;772400;0
07.01.83;772900;787400;772400;785400;0
10.01.83;793900;804900;790600;799100;0
11.01.83;801400;806400;794900;798300;0
12.01.83;796900;808900;795900;808500;0
13.01.83;806900;810900;800900;805900;0
14.01.83;799900;812400;798400;805900;0
17.01.83;811900;818000;806900;808400;0
18.01.83;803900;820900;799700;819700;0
19.01.83;816900;817900;800900;805500;0
20.01.83;807400;812900;803400;808400;0
21.01.83;803900;805900;797400;800900;0
24.01.83;788900;802100;788900;798400;0
25.01.83;802900;809600;801900;805900;0
26.01.83;803900;807700;800400;807200;0
27.01.83;807900;815400;807400;811900;0
28.01.83;808900;811700;805900;810700;0
31.01.83;815900;826900;813400;826000;0
01.02.83;824400;826400;818200;819600;0
02.02.83;812900;826900;812900;823200;0
03.02.83;822900;824900;811400;812600;0
04.02.83;814900;818200;808900;809800;0
07.02.83;807400;811600;805900;810100;0
08.02.83;814900;815900;807900;808600;0
09.02.83;807900;809900;803900;808100;0
10.02.83;810900;820900;810900;819500;0
11.02.83;822400;822900;817900;820000;0
14.02.83;817000;825900;816900;824300;0
15.02.83;826400;829900;820900;821700;0
16.02.83;822400;824400;821300;821300;0
17.02.83;819900;819900;818300;818300;0
18.02.83;816900;821400;816900;820900;0
22.02.83;814400;814400;795900;795900;0
23.02.83;783400;787400;782600;782600;0
24.02.83;788400;789900;783900;784300;0
25.02.83;778200;780400;755400;757400;0
28.02.83;736400;736400;710400;714900;0
01.03.83;725400;735400;725400;726800;0
02.03.83;744400;748900;739400;747900;0
03.03.83;746900;748400;742900;744700;0
04.03.83;732400;734900;719400;732000;0
07.03.83;735600;743400;730900;741400;0
08.03.83;737900;737900;730900;736600;0
09.03.83;739200;740600;736700;738600;0
10.03.83;749400;751400;744900;745400;0
11.03.83;735400;743400;734900;741900;0
14.03.83;743200;755400;741900;751100;0
15.03.83;750400;750400;740600;740600;0
16.03.83;731900;735400;731900;732500;0
17.03.83;730900;734000;729400;734000;0
18.03.83;735900;736000;729800;729800;0
21.03.83;730400;734400;730400;734400;0
22.03.83;737400;737900;731400;732900;0
23.03.83;722400;733900;719400;731900;0
24.03.83;729400;731900;722900;723800;0
25.03.83;726900;731400;721400;727800;0
28.03.83;720400;727400;719900;725600;0
29.03.83;724400;731700;724100;729600;0
30.03.83;731400;732700;726400;726900;0
31.03.83;728400;735100;726600;729400;0
04.04.83;729900;741900;729400;740900;0
05.04.83;740400;747200;739400;742200;0
06.04.83;743400;744400;738400;742900;0
07.04.83;739400;741400;737900;738400;0
08.04.83;733400;738200;732400;734600;0
11.04.83;740900;744700;739700;744200;0
12.04.83;746400;746700;741600;744400;0
13.04.83;741900;745200;741400;744800;0
14.04.83;748400;750900;745700;750400;0
15.04.83;748400;750400;746500;749600;0
18.04.83;754900;758200;751200;757200;0
19.04.83;752400;752900;743400;744900;0
20.04.83;744900;751100;743800;750400;0
21.04.83;752400;752400;745400;747100;0
22.04.83;747900;751400;747400;750700;0
25.04.83;753400;753900;747900;748200;0
26.04.83;746400;749900;745900;749700;0
27.04.83;747900;748100;739900;742400;0
28.04.83;737900;743200;736900;741600;0
29.04.83;739400;741900;735600;740900;0
02.05.83;738400;740800;738100;739700;0
03.05.83;741900;744900;741400;743800;0
04.05.83;743900;745400;741500;745100;0
05.05.83;744400;745100;740900;742200;0
06.05.83;741400;748200;740600;746900;0
09.05.83;744900;752200;742400;751200;0
10.05.83;749900;759900;749400;752700;0
11.05.83;752900;754500;749900;753100;0
12.05.83;748400;750400;746400;747800;0
13.05.83;748400;751700;748200;750200;0
16.05.83;747900;749100;744100;747600;0
17.05.83;746400;753900;745900;751700;0
18.05.83;750400;754200;748400;748600;0
19.05.83;749900;753200;743400;746700;0
20.05.83;747900;749100;744200;745400;0
23.05.83;741400;748400;739900;746400;0
24.05.83;745900;747400;743400;744900;0
25.05.83;746900;750900;746400;747500;0
26.05.83;747400;748900;744400;744700;0
27.05.83;744400;745600;741900;743300;0
31.05.83;746400;746700;717400;719400;0
01.06.83;722400;724400;709400;713100;0
02.06.83;721400;722400;717400;719400;0
03.06.83;719400;721400;718400;719800;0
06.06.83;713900;715600;703600;709500;0
07.06.83;705400;713900;704900;712100;0
08.06.83;711900;711900;709400;710300;0
09.06.83;713900;723400;713900;720300;0
10.06.83;719800;719900;712700;714900;0
13.06.83;721000;722400;717900;721200;0
14.06.83;717200;719600;713400;719000;0
15.06.83;715400;718400;714400;716800;0
16.06.83;721900;725900;720200;722700;0
17.06.83;724200;724600;719400;720900;0
20.06.83;719400;725900;719400;723400;0
21.06.83;720600;726800;720200;725900;0
22.06.83;729100;730100;724100;727300;0
23.06.83;726100;728600;725600;728400;0
24.06.83;730100;731400;728100;729900;0
27.06.83;729100;729100;719100;722100;0
28.06.83;722600;724400;717600;720600;0
29.06.83;721900;724600;720400;722400;0
30.06.83;723100;723300;718900;721600;0
01.07.83;722600;724600;721700;724300;0
05.07.83;715100;719400;714600;719100;0
06.07.83;718600;719100;715600;718600;0
07.07.83;716100;740100;712600;735900;0
08.07.83;732100;737600;730800;733400;0
11.07.83;733100;742100;732400;735800;0
12.07.83;735600;736100;732100;733100;0
13.07.83;731600;733900;729100;729600;0
14.07.83;731100;732500;724100;725400;0
15.07.83;726600;736100;724100;724800;0
18.07.83;727100;729800;725500;729400;0
19.07.83;728800;729600;726900;727900;0
20.07.83;733100;735100;732100;733300;0
21.07.83;734600;735100;724100;726900;0
22.07.83;728100;731100;727100;728800;0
25.07.83;723600;732900;722600;731400;0
26.07.83;730600;731400;728700;729800;0
27.07.83;729100;732600;727100;728100;0
28.07.83;729000;729600;726600;728200;0
29.07.83;724100;725700;713100;715900;0
01.08.83;715600;718600;709100;715500;0
02.08.83;716700;717900;714800;717000;0
03.08.83;715600;720100;714100;718400;0
04.08.83;717700;718000;713100;714100;0
05.08.83;712100;717300;711600;716600;0
08.08.83;715100;715600;708600;715300;0
09.08.83;716100;717300;712600;713000;0
10.08.83;712100;720600;709600;715000;0
11.08.83;715100;715900;713900;713900;0
12.08.83;716300;718400;716100;716400;0
15.08.83;719400;723600;719200;723100;0
16.08.83;725100;726600;722400;723000;0
17.08.83;726000;726400;724600;724700;0
18.08.83;723100;724600;723100;723700;0
19.08.83;722500;722600;720100;721300;0
22.08.83;724500;729000;724500;728600;0
23.08.83;729500;732000;727400;727800;0
24.08.83;727000;728500;724000;724400;0
25.08.83;725700;726900;718000;719700;0
26.08.83;721000;722400;718200;721800;0
29.08.83;718500;721200;716500;719500;0
30.08.83;720000;721200;719000;719500;0
31.08.83;715000;719000;714200;715800;0
01.09.83;717300;718500;716500;716800;0
02.09.83;719500;720000;716300;718000;0
06.09.83;719600;720000;712000;713300;0
07.09.83;713000;716200;712800;714900;0
08.09.83;715300;715500;713500;715300;0
09.09.83;716300;716300;713800;713900;0
12.09.83;717000;717500;701000;705000;0
13.09.83;704500;707500;703800;706700;0
14.09.83;705800;709000;698000;707500;0
15.09.83;703500;706500;702800;704200;0
16.09.83;705000;710000;704500;709700;0
19.09.83;709500;713400;708000;712500;0
20.09.83;711000;712300;709600;710200;0
21.09.83;711000;711500;708600;710100;0
22.09.83;708500;715000;705000;710500;0
23.09.83;711500;717000;709000;714600;0
26.09.83;715000;715300;711700;712900;0
27.09.83;712000;712900;709500;711200;0
28.09.83;711800;712700;707000;708600;0
29.09.83;707000;707500;698000;702500;0
30.09.83;702000;704500;692000;698800;0
03.10.83;687000;689500;682000;687400;0
04.10.83;690000;692400;687000;689800;0
05.10.83;683500;694400;682000;693300;0
06.10.83;692700;693800;689300;691500;0
07.10.83;693000;697500;692500;696300;0
10.10.83;698000;699800;694800;699400;0
11.10.83;697300;697500;692500;694000;0
12.10.83;689500;695300;688700;692800;0
13.10.83;694500;695000;692200;694700;0
14.10.83;696000;696500;693500;694700;0
17.10.83;695300;695500;686000;692600;0
18.10.83;691500;694200;690700;691300;0
19.10.83;688000;690500;683500;685800;0
20.10.83;685500;689500;682000;688500;0
21.10.83;688000;689400;687300;687800;0
24.10.83;690500;693500;688300;692800;0
25.10.83;691300;694000;690300;691800;0
26.10.83;689000;689200;679000;680300;0
27.10.83;676000;680900;674800;680000;0
28.10.83;681500;683300;679300;680800;0
31.10.83;675000;677500;669000;669800;0
01.11.83;668800;673500;668200;671800;0
02.11.83;676000;677700;673500;676500;0
03.11.83;672700;677000;668800;676000;0
04.11.83;676500;678700;672200;673300;0
07.11.83;671000;675500;670000;674400;0
08.11.83;675300;676000;673600;674000;0
09.11.83;675000;677000;673800;674500;0
10.11.83;675000;675700;673200;674400;0
11.11.83;674500;676900;673700;676700;0
14.11.83;675500;676800;673700;675100;0
15.11.83;675500;676400;674600;675200;0
16.11.83;675000;676200;666000;667300;0
17.11.83;668500;670500;664000;669200;0
18.11.83;668400;668400;666200;667300;0
21.11.83;665500;668000;664800;667700;0
22.11.83;668000;669100;666900;667200;0
23.11.83;667200;667700;666500;666700;0
25.11.83;667200;668400;666700;668200;0
28.11.83;674000;692000;673500;686200;0
29.11.83;682800;689700;682500;688600;0
30.11.83;698000;699800;692000;694000;0
01.12.83;691500;693000;688500;692200;0
02.12.83;693500;694000;689000;689700;0
05.12.83;691000;691500;688000;690000;0
06.12.83;688500;690500;688300;689900;0
07.12.83;690500;695000;689800;694400;0
08.12.83;694000;694000;679000;679900;0
09.12.83;680500;682000;677800;679400;0
12.12.83;682500;683000;681000;681400;0
13.12.83;680700;681800;679500;681300;0
14.12.83;679500;680300;679500;679500;0
15.12.83;678500;680200;671000;671600;0
16.12.83;671200;671300;663000;663600;0
19.12.83;666600;668300;664000;664000;0
20.12.83;666800;670800;666300;670100;0
21.12.83;669800;669800;667300;668400;0
22.12.83;670300;672800;667500;672400;0
23.12.83;670800;671100;667300;670300;0
27.12.83;671300;671800;664800;669600;0
28.12.83;669300;669800;667300;668300;0
29.12.83;669800;673400;669100;672200;0
30.12.83;671600;675300;670500;674700;0
03.01.84;672300;672900;665300;668300;0
04.01.84;660300;666300;659300;666300;0
05.01.84;663600;666800;662800;664200;0
06.01.84;663300;664300;655800;656400;0
09.01.84;652300;655300;650600;653900;0
10.01.84;659800;660300;656000;656400;0
11.01.84;655800;659300;654400;659100;0
12.01.84;656800;660800;655400;658000;0
13.01.84;661300;662500;656800;658700;0
16.01.84;655800;657800;652900;657400;0
17.01.84;655300;657300;654000;657000;0
18.01.84;656300;657000;654300;656300;0
19.01.84;661300;664700;659700;661600;0
20.01.84;658600;659300;656600;658500;0
23.01.84;658000;658900;651300;652400;0
24.01.84;650800;653600;649300;652800;0
25.01.84;653300;654000;652400;653500;0
26.01.84;653500;654400;648800;652300;0
27.01.84;652600;659300;651700;655700;0
30.01.84;656300;656700;654600;656100;0
31.01.84;657800;661300;657700;659500;0
01.02.84;664300;665600;662900;665200;0
02.02.84;667800;672600;667800;672100;0
03.02.84;671300;673300;668500;671800;0
06.02.84;665800;668000;665000;667300;0
07.02.84;664300;668500;664300;666500;0
08.02.84;672200;675300;667300;667600;0
09.02.84;669300;669800;660300;663900;0
10.02.84;663800;664700;661100;662800;0
13.02.84;661300;662800;660800;662100;0
14.02.84;659800;672300;659400;668100;0
15.02.84;667800;671000;665800;666000;0
16.02.84;669300;669300;666500;667700;0
17.02.84;666800;670800;666400;669000;0
21.02.84;673300;674800;668300;672700;0
22.02.84;680800;684000;678900;683800;0
23.02.84;684600;684800;679800;683100;0
24.02.84;680300;682200;678600;679800;0
27.02.84;677800;686300;676900;685300;0
28.02.84;683700;683800;677300;678600;0
29.02.84;680300;681300;676300;679200;0
01.03.84;678500;678700;674300;678100;0
02.03.84;680300;684300;679800;684000;0
05.03.84;690300;690800;687400;687600;0
06.03.84;685800;688300;685300;687300;0
07.03.84;684900;685400;679800;681500;0
08.03.84;678300;686800;678300;685600;0
09.03.84;683300;685300;681800;683100;0
12.03.84;679100;681500;677800;678600;0
13.03.84;680700;682100;678500;680700;0
14.03.84;682800;683200;675300;676100;0
15.03.84;675800;677600;673300;675000;0
16.03.84;673800;676700;673300;675600;0
19.03.84;674800;676800;673600;675800;0
20.03.84;674800;676800;673700;675600;0
21.03.84;673300;675100;672000;674300;0
22.03.84;673100;673400;667800;668100;0
23.03.84;669300;669800;665800;667100;0
26.03.84;668800;669300;667300;668800;0
27.03.84;669100;670000;667300;667600;0
28.03.84;666300;671300;666300;670600;0
29.03.84;670800;671000;668800;670100;0
30.03.84;669800;669800;667300;667800;0
02.04.84;668100;668100;659300;659600;0
03.04.84;661300;662300;659300;661600;0
04.04.84;660600;663100;660600;662400;0
05.04.84;661800;661800;657300;659600;0
06.04.84;659600;662200;659600;661500;0
09.04.84;663300;663800;661600;662600;0
10.04.84;661900;664100;661300;662700;0
11.04.84;663800;665800;663300;663600;0
12.04.84;662800;662800;658400;659700;0
13.04.84;660300;662300;659700;662300;0
16.04.84;660100;660700;659600;659900;0
17.04.84;659900;661700;659900;661300;0
18.04.84;660500;670700;657300;667700;0
19.04.84;665500;666000;662000;664500;0
23.04.84;665500;668500;665500;666300;0
24.04.84;664300;664600;660700;661800;0
25.04.84;662500;662900;660000;661600;0
26.04.84;659200;659700;654200;656900;0
27.04.84;657700;658700;656200;657200;0
30.04.84;655200;655600;653500;655300;0
01.05.84;655500;657200;655200;656000;0
02.05.84;656000;658200;655400;657000;0
03.05.84;655900;659400;655900;657000;0
04.05.84;656700;657900;653200;654200;0
07.05.84;652500;653300;649200;650200;0
08.05.84;650200;652300;648400;651600;0
09.05.84;650200;651700;648300;649000;0
10.05.84;650000;652200;649200;650700;0
11.05.84;651200;651600;645700;649000;0
14.05.84;651200;651700;650000;651200;0
15.05.84;650800;652600;649700;652100;0
16.05.84;653500;654500;652300;653800;0
17.05.84;653300;655700;651200;652100;0
18.05.84;652000;655700;652000;655300;0
21.05.84;657000;658500;655700;655900;0
22.05.84;656200;656900;653900;656100;0
23.05.84;655700;656100;652700;652900;0
24.05.84;652200;656200;651200;654700;0
25.05.84;661200;666200;659800;665700;0
29.05.84;661200;662700;660200;660900;0
30.05.84;661700;663100;658700;660200;0
31.05.84;658700;664200;658700;662500;0
01.06.84;669200;673700;665200;665800;0
04.06.84;668500;671700;665700;671300;0
05.06.84;670700;672000;669200;670400;0
06.06.84;667600;669000;667100;668400;0
07.06.84;666700;668500;665700;665900;0
08.06.84;662500;663400;659300;659300;0
11.06.84;659700;659700;647700;649000;0
12.06.84;650500;651400;647700;650100;0
13.06.84;650400;651000;649700;649800;0
14.06.84;651900;652200;650600;650600;0
15.06.84;648000;648200;644700;646200;0
18.06.84;644400;646700;643700;646700;0
19.06.84;646000;648200;645700;647000;0
20.06.84;645900;648400;644900;648000;0
21.06.84;645900;651400;645900;649000;0
22.06.84;651700;652900;647400;648100;0
25.06.84;645900;645900;640900;643800;0
26.06.84;645900;645900;644400;645800;0
27.06.84;643600;645700;643400;644900;0
28.06.84;646400;648900;646400;648200;0
29.06.84;648900;649300;646600;647400;0
02.07.84;643400;645600;643400;644900;0
03.07.84;643200;644100;641800;643600;0
05.07.84;636700;638700;630400;633000;0
06.07.84;627200;627900;608900;618000;0
09.07.84;607900;622000;606400;620600;0
10.07.84;619400;621900;614200;616100;0
11.07.84;610900;616900;608900;614000;0
12.07.84;612900;615100;609400;610200;0
13.07.84;612900;619900;612900;616500;0
16.07.84;624900;624900;618900;620600;0
17.07.84;619900;619900;616900;618000;0
18.07.84;618900;621400;616200;621100;0
19.07.84;623400;623900;617900;619000;0
20.07.84;614400;616400;607900;610500;0
23.07.84;602900;608900;602900;608200;0
24.07.84;608900;610900;606900;608000;0
25.07.84;612900;614900;611100;614000;0
26.07.84;613900;615100;602900;603900;0
27.07.84;605900;613400;601900;612200;0
30.07.84;608400;612700;607400;612100;0
31.07.84;612400;613400;604900;607400;0
01.08.84;607600;617100;605900;615100;0
02.08.84;614900;618400;611500;614200;0
03.08.84;620100;622400;617100;620100;0
06.08.84;622600;622800;615900;618500;0
07.08.84;610900;614400;610200;613400;0
08.08.84;615400;615900;612900;613800;0
09.08.84;613500;618900;612600;618400;0
10.08.84;619400;619400;611200;611900;0
13.08.84;610900;622900;610700;619800;0
14.08.84;620400;626400;619400;623800;0
15.08.84;622100;624900;618700;622800;0
16.08.84;619900;622100;618400;619200;0
17.08.84;619700;621700;618400;619300;0
20.08.84;617400;618000;610900;611900;0
21.08.84;612400;615100;610700;614200;0
22.08.84;614100;624900;612900;622100;0
23.08.84;620200;622900;615400;617500;0
24.08.84;618400;620400;616200;619400;0
27.08.84;618900;618900;613900;616000;0
28.08.84;616000;618900;614900;615800;0
29.08.84;618600;618700;616900;617100;0
30.08.84;615200;615900;613700;615300;0
31.08.84;614600;615900;613900;615100;0
04.09.84;605900;608400;603900;604500;0
05.09.84;604900;606700;603900;606000;0
06.09.84;605800;611400;605500;609800;0
07.09.84;605200;606100;600400;601500;0
10.09.84;603900;606900;602900;604400;0
11.09.84;605900;607900;604100;605000;0
12.09.84;605900;605900;603400;604100;0
13.09.84;602400;604300;601900;603500;0
14.09.84;606400;607900;604500;605500;0
17.09.84;602900;602900;599400;601000;0
18.09.84;599900;607400;599900;605800;0
19.09.84;605300;606900;604400;605600;0
20.09.84;603200;611900;602600;606900;0
21.09.84;605900;613400;605900;611800;0
24.09.84;612800;612800;609400;609700;0
25.09.84;608900;610700;608400;609800;0
26.09.84;610100;613400;605200;606100;0
27.09.84;607500;609900;606500;607700;0
28.09.84;606700;609500;605900;608800;0
01.10.84;609900;610400;608400;608400;0
02.10.84;609900;611500;609300;611100;0
03.10.84;611700;613400;608900;609900;0
04.10.84;610100;611200;609800;610800;0
05.10.84;608700;608900;604400;605300;0
08.10.84;606300;606400;605400;606300;0
09.10.84;604300;605100;600900;600900;0
10.10.84;601900;603100;601800;602700;0
11.10.84;601600;603400;597900;600600;0
12.10.84;601900;605900;601900;605600;0
15.10.84;601400;604800;601400;604800;0
16.10.84;603800;604400;602400;602800;0
17.10.84;603900;603900;600400;600800;0
18.10.84;601400;604500;601400;604500;0
19.10.84;603900;603900;601900;602600;0
22.10.84;601800;603300;601300;602200;0
23.10.84;604000;604400;602700;603600;0
24.10.84;604500;604700;602900;603100;0
25.10.84;601900;605200;599700;600600;0
26.10.84;601000;602700;600200;600500;0
29.10.84;597700;599500;597700;598200;0
30.10.84;598600;599200;596500;596700;0
31.10.84;597000;597200;593700;596200;0
01.11.84;595900;599700;595900;598200;0
02.11.84;601900;607200;601700;605600;0
05.11.84;606000;610700;604700;610000;0
06.11.84;607700;609600;606800;607400;0
07.11.84;611700;613700;607500;612700;0
08.11.84;609200;610700;608500;609900;0
09.11.84;608000;609600;607400;607700;0
12.11.84;608000;609700;607700;609400;0
13.11.84;611400;613200;606400;607900;0
14.11.84;608500;608600;606600;608000;0
15.11.84;605200;606600;604900;606000;0
16.11.84;606300;606800;604200;605200;0
19.11.84;604500;604900;602800;603500;0
20.11.84;604000;604600;603000;604000;0
21.11.84;603000;603800;601000;603100;0
23.11.84;603000;603000;600400;600700;0
26.11.84;599500;599500;591200;591700;0
27.11.84;593200;594600;585200;587600;0
28.11.84;588400;593700;587700;591000;0
29.11.84;591000;592700;590200;591000;0
30.11.84;588700;589900;587700;589300;0
03.12.84;588900;592400;588600;591800;0
04.12.84;591600;592800;589900;590000;0
05.12.84;590500;591200;589600;590300;0
06.12.84;592000;592000;590000;590700;0
07.12.84;589500;589700;584200;587000;0
10.12.84;586700;587500;585300;585600;0
11.12.84;587200;587700;584700;585700;0
12.12.84;585200;589200;583200;586100;0
13.12.84;585700;585700;584200;584500;0
14.12.84;580500;584400;580500;582400;0
17.12.84;578200;578700;573200;574200;0
18.12.84;568100;571100;566600;568500;0
19.12.84;569400;570500;566900;568200;0
20.12.84;565100;568600;563800;566700;0
21.12.84;570100;572100;567800;570400;0
26.12.84;570100;572700;570100;571500;0
27.12.84;568300;569100;564100;566400;0
28.12.84;568200;568400;566600;567100;0
31.12.84;567100;567100;566400;566900;0
02.01.85;564600;564900;560700;561200;0
03.01.85;559600;562100;559600;560200;0
04.01.85;561300;562600;556100;556600;0
07.01.85;555600;560900;553800;560600;0
08.01.85;562000;562000;554400;554800;0
09.01.85;555600;563100;555100;562300;0
10.01.85;561600;563600;560100;561100;0
11.01.85;562100;564100;556800;557100;0
14.01.85;558600;562100;555100;560800;0
15.01.85;560600;561000;558100;559100;0
16.01.85;560600;561600;558600;561300;0
17.01.85;563600;566600;561900;565400;0
18.01.85;565100;566100;563600;564100;0
21.01.85;565300;565900;564000;565300;0
22.01.85;564600;565300;559600;560700;0
23.01.85;558100;559100;555600;558300;0
24.01.85;558300;559100;555800;556200;0
25.01.85;556100;557400;554400;557000;0
28.01.85;554300;559700;553100;559400;0
29.01.85;559600;560800;557100;558400;0
30.01.85;558400;561600;558100;561000;0
31.01.85;562500;564100;559600;560500;0
01.02.85;559100;561200;558600;559600;0
04.02.85;557400;559300;556900;558500;0
05.02.85;558200;559000;557300;558600;0
06.02.85;559900;560100;557900;558400;0
07.02.85;558500;558500;554600;555800;0
08.02.85;556100;556800;554400;556500;0
11.02.85;555600;561400;554900;560600;0
12.02.85;558600;559100;557100;557800;0
13.02.85;557600;560100;557600;558800;0
14.02.85;559800;560800;558600;559000;0
15.02.85;560600;561600;559600;560000;0
19.02.85;557800;560000;557400;559500;0
20.02.85;558800;559200;557700;559100;0
21.02.85;556600;556600;552600;554200;0
22.02.85;552900;556100;549100;549600;0
25.02.85;540600;541100;535700;537200;0
26.02.85;538600;544400;538400;543100;0
27.02.85;546100;547400;542400;542900;0
28.02.85;544600;544600;541700;541800;0
01.03.85;541800;545100;541100;544700;0
04.03.85;542100;545600;542000;545000;0
05.03.85;542300;542700;540400;541000;0
06.03.85;540900;548600;540100;546000;0
07.03.85;544100;544500;542900;544100;0
08.03.85;544100;546400;541100;541600;0
11.03.85;544100;545500;542200;543200;0
12.03.85;541100;545600;540600;545400;0
13.03.85;544100;550500;543800;545000;0
14.03.85;543900;546300;543700;544900;0
15.03.85;544100;549400;544100;548300;0
18.03.85;548700;557100;548700;556900;0
19.03.85;565600;581900;565100;581900;0
20.03.85;581100;588100;573100;577400;0
21.03.85;570100;577100;567600;570600;0
22.03.85;572100;572500;567100;569900;0
25.03.85;569600;570100;567100;569500;0
26.03.85;569600;580100;569600;577500;0
27.03.85;584600;587100;579600;580900;0
28.03.85;581100;581300;577100;579900;0
29.03.85;582600;586100;581300;582700;0
01.04.85;574100;575400;571100;571500;0
02.04.85;571100;576100;570900;575100;0
03.04.85;575100;575100;568200;569900;0
04.04.85;570100;575600;568600;573200;0
08.04.85;572100;578800;569400;578100;0
09.04.85;577100;579600;575600;577200;0
10.04.85;578100;582100;578100;579300;0
11.04.85;586100;586600;582600;585800;0
12.04.85;583600;583600;581100;581100;0
15.04.85;586600;587100;582800;582800;0
16.04.85;583600;584000;579100;580500;0
17.04.85;580100;581400;577900;578000;0
18.04.85;584100;584100;579400;581000;0
19.04.85;580600;581600;580100;581600;0
22.04.85;581200;582300;579300;580400;0
23.04.85;580300;580600;573800;575900;0
24.04.85;575300;576800;573600;575600;0
25.04.85;574800;577000;574300;576500;0
26.04.85;575800;576800;573300;575500;0
29.04.85;576100;578200;574600;577500;0
30.04.85;576300;576300;565300;566800;0
01.05.85;567600;567600;562300;565600;0
02.05.85;564300;567100;563500;566600;0
03.05.85;564700;566000;563200;563600;0
06.05.85;561800;563100;560000;560800;0
07.05.85;564100;567800;563800;566800;0
08.05.85;565300;566000;563800;564500;0
09.05.85;567300;567800;564000;564600;0
10.05.85;564300;568800;563300;567800;0
13.05.85;569300;578800;568300;576600;0
14.05.85;574800;580100;574300;576100;0
15.05.85;574300;575500;573100;574200;0
16.05.85;570800;572100;570000;571800;0
17.05.85;572800;574100;570800;571300;0
20.05.85;574300;575100;563100;564300;0
21.05.85;567100;569200;564600;568200;0
22.05.85;569400;569400;566100;566400;0
23.05.85;567000;567800;565300;566400;0
24.05.85;565500;566100;564100;565100;0
28.05.85;564300;564800;558900;560600;0
29.05.85;561300;568800;561000;565800;0
30.05.85;564300;566300;562500;563500;0
31.05.85;562900;569300;562800;566500;0
03.06.85;567800;569600;563300;567300;0
04.06.85;566100;567000;565300;566100;0
05.06.85;564700;566000;564300;565400;0
06.06.85;565300;566900;564900;566000;0
07.06.85;564000;566000;563300;564700;0
10.06.85;561800;564800;560100;564400;0
11.06.85;563300;565600;563300;564100;0
12.06.85;565200;565600;563800;563900;0
13.06.85;563700;565000;563700;564700;0
14.06.85;568800;571300;567900;569400;0
17.06.85;568800;570600;568500;569200;0
18.06.85;572800;578500;572300;578000;0
19.06.85;576100;577000;572600;572600;0
20.06.85;570300;570400;561800;563800;0
21.06.85;563300;566300;562400;564400;0
24.06.85;563800;566700;563600;565700;0
25.06.85;565400;568000;563100;566100;0
26.06.85;566300;568000;565000;565600;0
27.06.85;565800;567900;564500;566800;0
28.06.85;566800;568600;565200;565500;0
01.07.85;564900;565100;558300;558600;0
02.07.85;559600;560300;556100;559200;0
03.07.85;558800;560300;558600;559200;0
08.07.85;560500;565600;557800;564400;0
09.07.85;565600;566300;562100;562300;0
10.07.85;564300;564800;563000;564000;0
11.07.85;562400;564000;561500;562900;0
12.07.85;564000;567800;562100;567000;0
15.07.85;566000;566500;563000;566200;0
16.07.85;565600;571300;565200;568800;0
17.07.85;573600;575800;570400;571800;0
18.07.85;572100;572600;566300;566600;0
19.07.85;567300;568500;565100;566600;0
22.07.85;565800;570500;565100;570100;0
23.07.85;570800;572000;565900;566100;0
24.07.85;566600;567200;565300;567100;0
25.07.85;567500;568200;564200;567400;0
26.07.85;565300;570100;564400;569800;0
29.07.85;570600;578800;569800;572000;0
30.07.85;572000;574200;570600;571800;0
31.07.85;575800;577500;572600;574900;0
01.08.85;572800;572800;566300;567800;0
02.08.85;569000;569800;568000;569500;0
05.08.85;570500;573000;568300;570500;0
06.08.85;568100;569300;566800;568500;0
07.08.85;568800;570300;568800;570300;0
08.08.85;570800;571400;568800;569800;0
09.08.85;569800;577800;569800;576300;0
12.08.85;575500;576100;574300;574900;0
13.08.85;577000;577000;574500;574500;0
14.08.85;574300;576300;573800;574600;0
15.08.85;580300;582300;579100;580700;0
16.08.85;584300;587800;582800;585700;0
19.08.85;588800;590000;585300;585900;0
20.08.85;581800;584300;581800;583400;0
21.08.85;583300;586900;583300;586700;0
22.08.85;586400;587000;577900;581500;0
23.08.85;581300;584400;580700;583300;0
26.08.85;582900;585800;582500;583400;0
27.08.85;583600;585000;581400;584500;0
28.08.85;588700;589100;586700;587700;0
29.08.85;585400;585500;581100;582100;0
30.08.85;582600;582800;578900;580300;0
03.09.85;574400;576200;570400;571500;0
04.09.85;572900;573700;570600;571600;0
05.09.85;572400;572600;566100;566800;0
06.09.85;562900;567400;561400;567100;0
09.09.85;565500;567500;563900;565700;0
10.09.85;566600;568600;566600;568100;0
11.09.85;567200;567400;565100;567300;0
12.09.85;564400;567900;563400;566900;0
13.09.85;568200;569300;564000;564700;0
16.09.85;564600;566400;563900;565200;0
17.09.85;563900;564700;561300;562300;0
18.09.85;562400;562400;559100;560600;0
19.09.85;561900;565900;561600;565300;0
20.09.85;566400;566500;563100;564500;0
23.09.85;575100;576400;571100;574300;0
24.09.85;574400;575600;572900;575400;0
25.09.85;573900;576900;573400;574900;0
